name,index,site,url,warm_time,temperature
original,7,yandex,http___yandex.ru_touchsearch?text_science,1519,44.000000
original,8,yandex,http___yandex.ru_touchsearch?text_science,1526,45.000000
original,9,yandex,http___yandex.ru_touchsearch?text_science,1608,45.000000
original,10,yandex,http___yandex.ru_touchsearch?text_science,1518,45.000000
original,11,yandex,http___yandex.ru_touchsearch?text_science,1648,46.000000
original,12,yandex,http___yandex.ru_touchsearch?text_science,1583,46.000000
original,13,yandex,http___yandex.ru_touchsearch?text_science,1537,46.000000
original,14,yandex,http___yandex.ru_touchsearch?text_science,1653,46.000000
original,15,yandex,http___yandex.ru_touchsearch?text_science,1512,48.000000
original,16,yandex,http___yandex.ru_touchsearch?text_science,1520,48.000000
original,17,yandex,http___yandex.ru_touchsearch?text_science,1478,48.000000
original,18,yandex,http___yandex.ru_touchsearch?text_science,1585,48.000000
original,19,yandex,http___yandex.ru_touchsearch?text_science,1624,48.000000
original,20,yandex,http___yandex.ru_touchsearch?text_science,1560,48.000000
original,21,yandex,http___yandex.ru_touchsearch?text_science,1618,48.000000
original,22,yandex,http___yandex.ru_touchsearch?text_science,1615,49.000000
original,23,yandex,http___yandex.ru_touchsearch?text_science,1590,48.000000
original,24,yandex,http___yandex.ru_touchsearch?text_science,1583,49.000000
original,25,yandex,http___yandex.ru_touchsearch?text_science,1630,49.000000
original,26,yandex,http___yandex.ru_touchsearch?text_science,1492,48.000000
original,27,yandex,http___yandex.ru_touchsearch?text_science,1568,49.000000
original,28,yandex,http___yandex.ru_touchsearch?text_science,1617,49.000000
original,0,baidu,http___www.baidu.com_s?word_google,654,39.000000
original,1,baidu,http___www.baidu.com_s?word_google,636,39.000000
original,2,baidu,http___www.baidu.com_s?word_google,635,42.000000
original,3,baidu,http___www.baidu.com_s?word_google,638,42.000000
original,4,baidu,http___www.baidu.com_s?word_google,614,43.000000
original,5,baidu,http___www.baidu.com_s?word_google,644,43.000000
original,6,baidu,http___www.baidu.com_s?word_google,637,44.000000
original,7,baidu,http___www.baidu.com_s?word_google,613,44.000000
original,8,baidu,http___www.baidu.com_s?word_google,644,45.000000
original,9,baidu,http___www.baidu.com_s?word_google,664,44.000000
original,10,baidu,http___www.baidu.com_s?word_google,644,45.000000
original,11,baidu,http___www.baidu.com_s?word_google,677,45.000000
original,12,baidu,http___www.baidu.com_s?word_google,649,46.000000
original,13,baidu,http___www.baidu.com_s?word_google,641,46.000000
original,14,baidu,http___www.baidu.com_s?word_google,623,46.000000
original,15,baidu,http___www.baidu.com_s?word_google,653,48.000000
original,16,baidu,http___www.baidu.com_s?word_google,639,48.000000
original,17,baidu,http___www.baidu.com_s?word_google,617,46.000000
original,18,baidu,http___www.baidu.com_s?word_google,624,48.000000
original,19,baidu,http___www.baidu.com_s?word_google,647,48.000000
original,20,baidu,http___www.baidu.com_s?word_google,605,48.000000
original,21,baidu,http___www.baidu.com_s?word_google,657,48.000000
original,22,baidu,http___www.baidu.com_s?word_google,637,48.000000
original,23,baidu,http___www.baidu.com_s?word_google,627,48.000000
original,24,baidu,http___www.baidu.com_s?word_google,746,49.000000
